City Name,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Time Period,Is_Weekend,Is_Peak_Hour,Bad_Weather_Flag,Road_Risk_Score,Urban_or_Rural
Other,December,Wednesday,0,1,Bus,3,1,Hazy,National Highway,Dry,Dark,Signals,73,53,Male,Valid,No,Curve,Afternoon,0,0,0,0,0
Other,July,Sunday,2,5,Cycle,2,0,Hazy,State Highway,Wet,Dusk,Signs,40,35,Female,Unknown,No,Bridge,Afternoon,1,0,0,1,0
Other,August,Saturday,0,5,Two-Wheeler,1,3,Hazy,Village Road,Dry,Dusk,Signals,31,43,Male,Valid,No,Bridge,Afternoon,1,0,0,0,0
Lucknow,November,Friday,0,1,Car,4,4,Stormy,Village Road,Wet,Dark,Signals,45,40,Male,Valid,No,Bridge,Afternoon,0,0,0,1,0
Other,May,Sunday,1,3,Truck,7,0,Clear,National Highway,Under Construction,Dark,Signals,100,31,Female,Expired,No,Bridge,Evening,1,1,0,0,0
Other,August,Thursday,1,3,Truck,2,0,Clear,Urban Road,Dry,Dusk,Police Checkpost,64,36,Male,Valid,Yes,Curve,Evening,0,1,0,0,0
Other,December,Friday,0,3,Auto-Rickshaw,3,1,Clear,Village Road,Under Construction,Dark,Signals,78,63,Male,Valid,Yes,Curve,Morning,0,1,0,0,0
Other,September,Saturday,1,5,Pedestrian,0,0,Clear,Village Road,Under Construction,Dark,Signs,91,67,Male,Unknown,No,Bridge,Night,1,0,0,0,0
Other,December,Monday,2,5,Truck,9,0,Clear,Village Road,Dry,Daylight,Signs,66,61,Female,Unknown,Yes,Straight Road,Night,0,0,0,0,0
Coimbatore,January,Sunday,2,2,Cycle,9,5,Foggy,State Highway,Under Construction,Dark,Unknown,34,51,Female,Unknown,No,Curve,Night,1,0,1,0,0
Mangalore,August,Monday,2,5,Cycle,1,1,Rainy,Urban Road,Damaged,Daylight,Signs,73,64,Female,Unknown,No,Intersection,Evening,0,1,1,1,0
New Delhi,October,Sunday,0,5,Bus,6,4,Foggy,National Highway,Dry,Dusk,Signs,67,67,Male,Valid,No,Bridge,Evening,1,1,1,0,0
Other,September,Saturday,0,4,Bus,9,0,Rainy,Village Road,Under Construction,Dark,Unknown,108,47,Male,Expired,Yes,Curve,Night,1,0,1,0,0
Other,October,Tuesday,0,5,Pedestrian,8,1,Foggy,National Highway,Damaged,Dark,Signs,65,67,Female,Expired,No,Bridge,Evening,0,1,1,1,0
Other,July,Saturday,2,4,Cycle,9,3,Rainy,National Highway,Dry,Daylight,Unknown,78,62,Male,Unknown,Yes,Curve,Afternoon,1,0,1,0,0
Other,December,Saturday,2,2,Pedestrian,0,2,Stormy,National Highway,Damaged,Daylight,Signs,49,60,Female,Valid,No,Intersection,Night,1,0,0,1,0
Rohini,September,Thursday,0,2,Two-Wheeler,0,0,Rainy,State Highway,Damaged,Dusk,Signs,87,49,Male,Unknown,Yes,Straight Road,Morning,0,1,1,1,0
Other,March,Monday,2,2,Bus,3,4,Clear,Urban Road,Under Construction,Dusk,Signals,91,35,Female,Expired,Yes,Curve,Evening,0,1,0,0,0
Other,July,Saturday,0,5,Pedestrian,5,4,Clear,Urban Road,Wet,Dark,Signals,111,58,Male,Unknown,No,Intersection,Morning,1,1,0,1,0
Other,January,Sunday,1,5,Cycle,4,4,Foggy,Urban Road,Damaged,Dark,Signs,99,58,Female,Valid,No,Curve,Night,1,0,1,1,0
Other,May,Wednesday,2,5,Cycle,4,4,Foggy,National Highway,Damaged,Dusk,Police Checkpost,58,47,Male,Valid,No,Straight Road,Morning,0,1,1,1,0
Other,April,Tuesday,2,1,Auto-Rickshaw,2,5,Hazy,Urban Road,Dry,Daylight,Signs,117,50,Male,Unknown,No,Straight Road,Evening,0,1,0,0,0
Other,June,Saturday,1,2,Two-Wheeler,3,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,40,48,Female,Valid,Yes,Curve,Morning,1,1,1,1,0
Other,June,Monday,0,4,Cycle,6,5,Foggy,Urban Road,Under Construction,Daylight,Signs,35,47,Female,Expired,Yes,Straight Road,Morning,0,1,1,0,0
Siliguri,August,Thursday,1,1,Auto-Rickshaw,8,0,Stormy,Village Road,Under Construction,Daylight,Signals,48,28,Male,Valid,No,Bridge,Night,0,0,0,0,0
Other,May,Sunday,0,3,Truck,7,4,Stormy,National Highway,Under Construction,Daylight,Signs,118,22,Female,Valid,Yes,Straight Road,Morning,1,1,0,0,0
Other,February,Wednesday,1,5,Cycle,1,4,Clear,National Highway,Damaged,Dark,Signals,53,26,Male,Unknown,Yes,Intersection,Night,0,0,0,1,0
Durgapur,July,Saturday,0,3,Auto-Rickshaw,0,2,Clear,State Highway,Under Construction,Dark,Signals,38,69,Male,Expired,No,Intersection,Night,1,0,0,0,0
Udaipur,December,Tuesday,0,5,Car,6,4,Clear,Village Road,Wet,Dusk,Police Checkpost,62,38,Female,Expired,Yes,Straight Road,Night,0,0,0,1,0
Other,April,Wednesday,1,1,Bus,8,3,Foggy,National Highway,Damaged,Dawn,Unknown,90,43,Female,Expired,No,Curve,Evening,0,1,1,1,0
Other,January,Sunday,2,3,Bus,9,3,Foggy,National Highway,Wet,Daylight,Signs,40,40,Female,Expired,No,Intersection,Evening,1,1,1,1,0
Udaipur,February,Tuesday,1,4,Car,6,3,Hazy,Urban Road,Under Construction,Dawn,Unknown,51,47,Male,Unknown,No,Intersection,Afternoon,0,0,0,0,0
Other,June,Tuesday,2,5,Two-Wheeler,2,0,Stormy,State Highway,Wet,Dawn,Unknown,83,40,Female,Expired,No,Curve,Morning,0,1,0,1,0
New Delhi,October,Tuesday,1,3,Pedestrian,6,3,Clear,National Highway,Damaged,Daylight,Signs,55,64,Male,Expired,Yes,Straight Road,Night,0,0,0,1,0
Other,June,Monday,0,4,Car,1,3,Hazy,Village Road,Wet,Dark,Signals,106,45,Female,Valid,Yes,Intersection,Night,0,0,0,1,0
Other,April,Saturday,0,5,Pedestrian,5,2,Stormy,State Highway,Under Construction,Dark,Police Checkpost,120,40,Female,Unknown,No,Bridge,Night,1,0,0,0,0
Chennai,May,Tuesday,0,4,Pedestrian,9,2,Foggy,Urban Road,Under Construction,Dusk,Unknown,117,60,Female,Expired,Yes,Straight Road,Afternoon,0,0,1,0,0
Other,June,Monday,2,1,Auto-Rickshaw,3,0,Hazy,Urban Road,Under Construction,Dawn,Police Checkpost,50,29,Female,Expired,Yes,Curve,Afternoon,0,0,0,0,0
Other,November,Monday,0,4,Bus,5,0,Rainy,National Highway,Damaged,Daylight,Police Checkpost,32,60,Female,Valid,Yes,Intersection,Night,0,0,1,1,0
Ahmedabad,June,Wednesday,2,1,Cycle,9,1,Hazy,State Highway,Damaged,Dusk,Police Checkpost,32,23,Male,Valid,Yes,Intersection,Afternoon,0,0,0,1,0
Varanasi,October,Tuesday,1,2,Car,7,0,Stormy,State Highway,Dry,Dusk,Signs,106,22,Male,Expired,No,Curve,Evening,0,1,0,0,0
Other,August,Sunday,1,5,Two-Wheeler,6,1,Hazy,Urban Road,Under Construction,Dawn,Unknown,34,38,Female,Valid,No,Straight Road,Afternoon,1,0,0,0,0
Mangalore,January,Tuesday,2,3,Cycle,6,2,Hazy,State Highway,Damaged,Dark,Police Checkpost,41,22,Female,Expired,No,Curve,Afternoon,0,0,0,1,0
Other,August,Friday,0,5,Truck,1,4,Hazy,Urban Road,Wet,Daylight,Signs,120,67,Female,Expired,No,Straight Road,Night,0,0,0,1,0
Other,February,Thursday,1,2,Cycle,8,2,Clear,Village Road,Under Construction,Dusk,Signs,84,66,Male,Valid,No,Curve,Morning,0,1,0,0,0
Other,November,Sunday,0,4,Car,9,4,Stormy,State Highway,Under Construction,Daylight,Unknown,49,53,Female,Unknown,Yes,Curve,Afternoon,1,0,0,0,0
Other,October,Friday,0,1,Two-Wheeler,2,3,Stormy,Village Road,Under Construction,Dusk,Signals,79,54,Male,Expired,No,Straight Road,Morning,0,1,0,0,0
Other,February,Friday,2,4,Two-Wheeler,9,4,Hazy,Village Road,Wet,Daylight,Signals,95,27,Female,Unknown,No,Intersection,Night,0,0,0,1,0
Other,May,Tuesday,2,5,Cycle,1,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,105,58,Female,Unknown,Yes,Straight Road,Night,0,0,1,1,0
Other,November,Friday,0,1,Auto-Rickshaw,0,2,Stormy,State Highway,Damaged,Daylight,Police Checkpost,111,36,Male,Expired,Yes,Intersection,Night,0,0,0,1,0
Pune,May,Thursday,0,2,Two-Wheeler,9,3,Stormy,Urban Road,Wet,Daylight,Signals,75,44,Male,Unknown,No,Intersection,Afternoon,0,0,0,1,0
Mumbai,May,Monday,1,3,Two-Wheeler,8,0,Hazy,Urban Road,Damaged,Dark,Unknown,50,40,Male,Valid,Yes,Straight Road,Night,0,0,0,1,0
Other,October,Saturday,2,4,Bus,0,3,Clear,Urban Road,Dry,Dawn,Signs,98,27,Male,Expired,No,Straight Road,Night,1,0,0,0,0
Other,March,Tuesday,0,3,Two-Wheeler,3,3,Stormy,Village Road,Damaged,Dark,Signs,93,22,Male,Valid,No,Intersection,Morning,0,1,0,1,0
New Delhi,September,Thursday,1,1,Truck,10,0,Stormy,National Highway,Damaged,Dusk,Signs,102,63,Female,Expired,Yes,Straight Road,Evening,0,1,0,1,0
Other,January,Wednesday,0,1,Two-Wheeler,2,1,Foggy,State Highway,Dry,Daylight,Signals,38,69,Female,Valid,No,Intersection,Afternoon,0,0,1,0,0
Mysore,March,Friday,1,3,Two-Wheeler,7,3,Clear,Urban Road,Wet,Dark,Signs,118,47,Female,Expired,Yes,Curve,Night,0,0,0,1,0
Other,May,Wednesday,1,5,Pedestrian,9,1,Hazy,Village Road,Damaged,Daylight,Signals,120,28,Female,Valid,Yes,Intersection,Evening,0,1,0,1,0
Other,November,Saturday,2,4,Auto-Rickshaw,2,4,Hazy,National Highway,Damaged,Daylight,Unknown,99,50,Female,Unknown,Yes,Straight Road,Night,1,0,0,1,0
Other,June,Wednesday,0,2,Truck,8,0,Hazy,Urban Road,Damaged,Dawn,Signs,30,20,Male,Valid,Yes,Straight Road,Morning,0,1,0,1,0
Other,November,Monday,0,5,Cycle,1,2,Rainy,Urban Road,Under Construction,Dawn,Unknown,43,67,Male,Expired,Yes,Curve,Afternoon,0,0,1,0,0
Other,August,Thursday,0,2,Car,3,5,Clear,Village Road,Damaged,Dark,Police Checkpost,62,50,Male,Expired,No,Intersection,Afternoon,0,0,0,1,0
Other,November,Saturday,1,2,Truck,1,0,Hazy,Urban Road,Under Construction,Dawn,Signs,67,33,Female,Expired,Yes,Straight Road,Evening,1,1,0,0,0
Other,April,Thursday,0,2,Car,7,4,Stormy,State Highway,Dry,Dawn,Unknown,54,26,Female,Expired,No,Bridge,Afternoon,0,0,0,0,0
Other,May,Friday,0,1,Pedestrian,10,3,Rainy,National Highway,Wet,Daylight,Signals,97,45,Male,Valid,No,Bridge,Morning,0,1,1,1,0
Other,December,Wednesday,0,1,Cycle,7,4,Rainy,Village Road,Damaged,Daylight,Signs,68,19,Male,Expired,No,Straight Road,Afternoon,0,0,1,1,0
Ahmedabad,April,Sunday,0,2,Auto-Rickshaw,10,2,Foggy,State Highway,Damaged,Dusk,Signals,110,38,Female,Expired,Yes,Bridge,Evening,1,1,1,1,0
Other,April,Wednesday,2,5,Auto-Rickshaw,5,0,Rainy,State Highway,Wet,Dark,Police Checkpost,35,62,Male,Valid,No,Bridge,Night,0,0,1,1,0
Other,January,Wednesday,1,2,Truck,3,3,Foggy,State Highway,Under Construction,Dark,Unknown,42,38,Male,Unknown,Yes,Intersection,Night,0,0,1,0,0
Other,December,Friday,1,2,Two-Wheeler,10,4,Hazy,National Highway,Dry,Daylight,Unknown,100,30,Male,Unknown,No,Curve,Evening,0,1,0,0,0
Other,June,Wednesday,1,2,Cycle,0,4,Foggy,Urban Road,Dry,Dark,Police Checkpost,109,48,Male,Expired,No,Straight Road,Afternoon,0,0,1,0,0
Other,August,Thursday,1,1,Auto-Rickshaw,0,4,Clear,State Highway,Wet,Dusk,Police Checkpost,59,60,Male,Expired,Yes,Straight Road,Afternoon,0,0,0,1,0
Other,December,Wednesday,1,3,Auto-Rickshaw,4,2,Clear,Village Road,Under Construction,Dark,Signs,86,67,Female,Expired,No,Straight Road,Night,0,0,0,0,0
Other,December,Thursday,2,3,Pedestrian,7,0,Rainy,Village Road,Under Construction,Daylight,Signals,75,66,Female,Unknown,Yes,Curve,Morning,0,1,1,0,0
Lucknow,April,Tuesday,1,2,Bus,2,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,49,50,Female,Unknown,No,Straight Road,Night,0,0,0,1,0
Other,June,Monday,2,5,Pedestrian,5,1,Foggy,State Highway,Under Construction,Dark,Signals,106,49,Female,Unknown,No,Straight Road,Night,0,0,1,0,0
Other,April,Monday,1,2,Two-Wheeler,6,5,Rainy,State Highway,Damaged,Dark,Signals,118,25,Male,Valid,No,Bridge,Morning,0,1,1,1,0
Kolkata,August,Thursday,2,4,Auto-Rickshaw,8,4,Hazy,National Highway,Wet,Dawn,Unknown,112,38,Female,Unknown,Yes,Bridge,Afternoon,0,0,0,1,0
Other,November,Thursday,1,4,Auto-Rickshaw,9,3,Foggy,National Highway,Under Construction,Dark,Police Checkpost,88,19,Male,Unknown,No,Curve,Afternoon,0,0,1,0,0
Other,January,Monday,1,5,Truck,2,4,Stormy,State Highway,Wet,Dusk,Unknown,85,52,Male,Expired,Yes,Bridge,Morning,0,1,0,1,0
Other,August,Monday,1,1,Pedestrian,6,2,Hazy,State Highway,Wet,Daylight,Signals,46,37,Male,Valid,Yes,Bridge,Morning,0,1,0,1,0
Other,April,Tuesday,0,5,Truck,0,4,Stormy,Urban Road,Wet,Dark,Signs,45,32,Male,Valid,Yes,Straight Road,Morning,0,1,0,1,0
Other,March,Thursday,1,5,Auto-Rickshaw,1,5,Foggy,National Highway,Damaged,Dark,Signals,62,39,Male,Unknown,No,Straight Road,Morning,0,1,1,1,0
Other,February,Thursday,0,1,Car,0,1,Clear,Village Road,Dry,Daylight,Signs,65,19,Female,Expired,Yes,Straight Road,Night,0,0,0,0,0
Other,October,Tuesday,1,4,Pedestrian,10,0,Stormy,State Highway,Under Construction,Dawn,Signs,66,23,Female,Valid,No,Curve,Night,0,0,0,0,0
Other,January,Wednesday,0,4,Bus,4,3,Stormy,Village Road,Wet,Dusk,Police Checkpost,91,47,Male,Expired,No,Bridge,Night,0,0,0,1,0
Other,September,Wednesday,2,3,Two-Wheeler,6,1,Clear,National Highway,Dry,Daylight,Signs,46,44,Male,Valid,Yes,Curve,Afternoon,0,0,0,0,0
Other,May,Tuesday,0,1,Cycle,1,2,Clear,National Highway,Wet,Dusk,Signs,119,40,Female,Unknown,Yes,Bridge,Morning,0,1,0,1,0
Mysore,March,Wednesday,1,1,Auto-Rickshaw,9,3,Hazy,Village Road,Wet,Dark,Unknown,57,39,Female,Valid,Yes,Intersection,Evening,0,1,0,1,0
Kolkata,May,Friday,2,4,Car,10,2,Foggy,Urban Road,Under Construction,Daylight,Signs,115,32,Male,Valid,No,Intersection,Evening,0,1,1,0,0
Bangalore,July,Sunday,1,5,Two-Wheeler,10,5,Clear,Village Road,Dry,Daylight,Signs,85,48,Female,Valid,No,Bridge,Night,1,0,0,0,0
Other,January,Saturday,1,4,Two-Wheeler,3,5,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Expired,No,Curve,Night,1,0,0,0,0
Other,November,Friday,1,1,Two-Wheeler,2,3,Clear,National Highway,Wet,Daylight,Police Checkpost,46,27,Female,Unknown,No,Bridge,Afternoon,0,0,0,1,0
Other,January,Sunday,0,4,Two-Wheeler,7,5,Clear,National Highway,Under Construction,Dawn,Signs,81,35,Female,Unknown,Yes,Straight Road,Evening,1,1,0,0,0
Other,November,Friday,0,3,Two-Wheeler,9,4,Hazy,Village Road,Damaged,Daylight,Unknown,31,58,Male,Expired,No,Bridge,Morning,0,1,0,1,0
Jodhpur,August,Friday,0,3,Two-Wheeler,9,0,Clear,State Highway,Wet,Daylight,Signs,90,65,Male,Valid,Yes,Bridge,Morning,0,1,0,1,0
Other,July,Friday,1,5,Cycle,3,0,Hazy,State Highway,Damaged,Dusk,Signs,61,18,Male,Expired,Yes,Bridge,Morning,0,1,0,1,0
Other,August,Monday,1,3,Auto-Rickshaw,1,3,Clear,Urban Road,Under Construction,Dark,Signs,66,54,Male,Valid,Yes,Bridge,Night,0,0,0,0,0
Other,January,Thursday,1,3,Bus,3,3,Clear,National Highway,Dry,Dark,Police Checkpost,44,56,Female,Expired,No,Intersection,Evening,0,1,0,0,0
Other,November,Wednesday,2,3,Pedestrian,9,3,Clear,Village Road,Under Construction,Daylight,Police Checkpost,69,61,Female,Unknown,Yes,Curve,Evening,0,1,0,0,0
Other,March,Thursday,1,5,Pedestrian,8,3,Hazy,State Highway,Wet,Daylight,Unknown,98,51,Male,Unknown,No,Intersection,Night,0,0,0,1,0
Other,June,Tuesday,1,5,Car,4,1,Stormy,Village Road,Damaged,Dusk,Unknown,37,68,Male,Valid,No,Straight Road,Night,0,0,0,1,0
Bangalore,June,Friday,2,4,Auto-Rickshaw,1,0,Clear,Village Road,Wet,Dawn,Signals,39,40,Female,Expired,Yes,Straight Road,Evening,0,1,0,1,0
Other,May,Friday,1,3,Two-Wheeler,0,2,Rainy,Village Road,Under Construction,Dawn,Unknown,60,34,Female,Valid,Yes,Intersection,Afternoon,0,0,1,0,0
Madurai,October,Monday,0,5,Two-Wheeler,1,5,Clear,Urban Road,Damaged,Daylight,Unknown,61,52,Female,Valid,No,Bridge,Evening,0,1,0,1,0
Other,June,Monday,2,3,Cycle,0,5,Stormy,National Highway,Under Construction,Dawn,Signals,54,50,Male,Expired,Yes,Curve,Morning,0,1,0,0,0
Other,January,Friday,0,5,Pedestrian,8,1,Rainy,National Highway,Damaged,Dusk,Police Checkpost,82,61,Female,Unknown,No,Intersection,Morning,0,1,1,1,0
Siliguri,September,Friday,2,4,Truck,5,0,Stormy,State Highway,Wet,Dusk,Unknown,76,26,Male,Expired,Yes,Bridge,Morning,0,1,0,1,0
Other,March,Sunday,1,3,Bus,8,1,Foggy,National Highway,Damaged,Dawn,Signals,116,24,Male,Valid,No,Curve,Night,1,0,1,1,0
Other,February,Friday,1,2,Two-Wheeler,4,3,Clear,National Highway,Dry,Daylight,Police Checkpost,60,56,Female,Expired,No,Curve,Night,0,0,0,0,0
Siliguri,August,Saturday,2,2,Car,10,4,Foggy,National Highway,Under Construction,Daylight,Unknown,103,51,Male,Expired,Yes,Intersection,Morning,1,1,1,0,0
Other,July,Sunday,2,3,Bus,0,2,Clear,Urban Road,Dry,Daylight,Unknown,32,70,Male,Unknown,Yes,Straight Road,Evening,1,1,0,0,0
Other,December,Friday,2,5,Bus,7,4,Stormy,National Highway,Wet,Dark,Signals,109,61,Female,Expired,Yes,Straight Road,Night,0,0,0,1,0
Other,November,Wednesday,0,1,Cycle,3,1,Stormy,Urban Road,Damaged,Dusk,Police Checkpost,62,62,Male,Unknown,No,Bridge,Afternoon,0,0,0,1,0
Other,January,Thursday,1,2,Bus,5,3,Hazy,Village Road,Dry,Dawn,Signals,46,51,Male,Unknown,Yes,Intersection,Night,0,0,0,0,0
Other,July,Wednesday,1,2,Two-Wheeler,1,2,Rainy,Urban Road,Under Construction,Dusk,Police Checkpost,70,46,Male,Valid,No,Intersection,Afternoon,0,0,1,0,0
Other,January,Sunday,2,3,Bus,0,2,Stormy,Village Road,Damaged,Dawn,Police Checkpost,87,58,Female,Expired,Yes,Bridge,Morning,1,1,0,1,0
Coimbatore,October,Wednesday,2,3,Bus,5,4,Clear,State Highway,Damaged,Dusk,Signals,67,51,Female,Expired,No,Bridge,Morning,0,1,0,1,0
Mumbai,February,Tuesday,0,5,Car,9,1,Hazy,Village Road,Wet,Dusk,Unknown,105,59,Female,Expired,Yes,Straight Road,Night,0,0,0,1,0
Pune,February,Tuesday,2,3,Bus,4,5,Foggy,Urban Road,Dry,Dark,Unknown,120,31,Female,Valid,Yes,Intersection,Afternoon,0,0,1,0,0
Vijayawada,October,Tuesday,1,1,Cycle,5,3,Hazy,National Highway,Wet,Dusk,Signs,112,20,Male,Expired,No,Curve,Morning,0,1,0,1,0
New Delhi,May,Sunday,0,3,Pedestrian,9,1,Stormy,Urban Road,Dry,Dark,Signs,54,19,Male,Unknown,Yes,Curve,Night,1,0,0,0,0
Surat,June,Thursday,0,2,Pedestrian,1,3,Clear,State Highway,Dry,Dark,Unknown,40,41,Female,Expired,No,Intersection,Night,0,0,0,0,0
Tirupati,December,Saturday,2,2,Cycle,8,4,Stormy,Urban Road,Wet,Dawn,Unknown,40,23,Male,Expired,No,Straight Road,Night,1,0,0,1,0
Udaipur,July,Monday,0,5,Two-Wheeler,5,0,Rainy,National Highway,Damaged,Dark,Signs,65,42,Male,Unknown,No,Bridge,Night,0,0,1,1,0
Other,May,Tuesday,1,4,Truck,7,0,Foggy,Village Road,Under Construction,Daylight,Unknown,103,70,Female,Expired,Yes,Curve,Night,0,0,1,0,0
Tirupati,November,Friday,2,2,Pedestrian,1,1,Stormy,National Highway,Under Construction,Dark,Signs,32,70,Male,Unknown,Yes,Intersection,Afternoon,0,0,0,0,0
Other,February,Thursday,1,5,Cycle,8,1,Clear,Village Road,Damaged,Dark,Signals,37,25,Male,Valid,Yes,Bridge,Afternoon,0,0,0,1,0
Other,February,Monday,2,4,Two-Wheeler,7,4,Foggy,Village Road,Dry,Dark,Unknown,114,50,Female,Valid,Yes,Intersection,Morning,0,1,1,0,0
Other,December,Saturday,1,5,Auto-Rickshaw,3,3,Clear,National Highway,Damaged,Dusk,Unknown,72,37,Male,Valid,Yes,Straight Road,Night,1,0,0,1,0
Other,July,Sunday,0,5,Cycle,8,5,Stormy,National Highway,Dry,Dark,Signals,80,19,Male,Valid,Yes,Intersection,Afternoon,1,0,0,0,0
Kolkata,May,Tuesday,0,5,Two-Wheeler,0,4,Hazy,Urban Road,Damaged,Dark,Signals,61,53,Female,Expired,No,Intersection,Afternoon,0,0,0,1,0
Other,March,Thursday,1,1,Car,6,0,Hazy,State Highway,Dry,Dawn,Signs,90,69,Female,Valid,No,Bridge,Afternoon,0,0,0,0,0
Siliguri,February,Saturday,2,1,Bus,7,4,Hazy,State Highway,Dry,Daylight,Signs,71,31,Male,Valid,Yes,Bridge,Night,1,0,0,0,0
Other,August,Sunday,2,2,Truck,9,4,Stormy,National Highway,Under Construction,Dark,Unknown,88,59,Female,Unknown,No,Intersection,Afternoon,1,0,0,0,0
Other,April,Sunday,2,1,Bus,0,2,Foggy,State Highway,Dry,Dusk,Signals,68,32,Male,Valid,Yes,Bridge,Morning,1,1,1,0,0
Other,May,Saturday,0,1,Two-Wheeler,2,4,Hazy,Village Road,Damaged,Dawn,Signs,42,57,Female,Expired,No,Straight Road,Morning,1,1,0,1,0
Other,October,Thursday,0,2,Cycle,4,5,Clear,Urban Road,Under Construction,Daylight,Signs,58,18,Female,Unknown,No,Curve,Night,0,0,0,0,0
Durgapur,September,Thursday,1,5,Truck,3,5,Foggy,State Highway,Under Construction,Daylight,Unknown,100,18,Male,Valid,No,Curve,Evening,0,1,1,0,0
Other,March,Wednesday,1,4,Pedestrian,3,3,Rainy,Urban Road,Under Construction,Daylight,Unknown,111,31,Female,Unknown,No,Straight Road,Afternoon,0,0,1,0,0
Other,March,Sunday,2,1,Cycle,2,4,Foggy,State Highway,Wet,Dusk,Signals,89,58,Male,Unknown,No,Curve,Afternoon,1,0,1,1,0
Dwarka,March,Sunday,0,4,Auto-Rickshaw,8,2,Foggy,National Highway,Dry,Daylight,Unknown,61,35,Male,Unknown,No,Straight Road,Evening,1,1,1,0,0
Other,September,Thursday,0,2,Car,8,5,Stormy,State Highway,Wet,Dark,Police Checkpost,90,49,Female,Valid,No,Intersection,Morning,0,1,0,1,0
Other,September,Thursday,0,3,Pedestrian,8,0,Hazy,National Highway,Wet,Daylight,Unknown,99,29,Male,Expired,Yes,Intersection,Night,0,0,0,1,0
Other,January,Tuesday,1,4,Auto-Rickshaw,5,4,Hazy,Urban Road,Dry,Dark,Unknown,111,37,Female,Valid,Yes,Intersection,Evening,0,1,0,0,0
Other,January,Friday,0,1,Bus,3,1,Stormy,State Highway,Under Construction,Dusk,Signs,98,56,Female,Valid,Yes,Intersection,Night,0,0,0,0,0
Other,July,Friday,0,2,Cycle,4,0,Rainy,National Highway,Dry,Dark,Unknown,37,67,Male,Unknown,No,Bridge,Afternoon,0,0,1,0,0
Other,January,Wednesday,2,1,Cycle,10,5,Hazy,State Highway,Dry,Dark,Unknown,67,45,Male,Unknown,Yes,Intersection,Afternoon,0,0,0,0,0
Other,February,Saturday,1,5,Pedestrian,3,1,Foggy,Urban Road,Dry,Dark,Signs,78,56,Male,Unknown,No,Bridge,Morning,1,1,1,0,0
Other,August,Friday,1,4,Two-Wheeler,8,4,Rainy,National Highway,Wet,Dark,Police Checkpost,73,70,Male,Expired,No,Curve,Morning,0,1,1,1,0
Other,March,Wednesday,2,3,Cycle,6,1,Clear,State Highway,Under Construction,Dusk,Police Checkpost,41,24,Female,Unknown,No,Bridge,Morning,0,1,0,0,0
Other,February,Tuesday,2,5,Two-Wheeler,0,1,Foggy,Village Road,Dry,Daylight,Unknown,100,52,Male,Expired,No,Intersection,Evening,0,1,1,0,0
Other,July,Monday,2,3,Bus,10,0,Clear,State Highway,Dry,Dark,Signs,54,54,Male,Expired,No,Intersection,Evening,0,1,0,0,0
Surat,December,Thursday,0,5,Cycle,5,1,Clear,Urban Road,Under Construction,Dark,Signs,84,61,Female,Unknown,No,Intersection,Night,0,0,0,0,0
Other,July,Thursday,1,4,Truck,4,1,Foggy,National Highway,Under Construction,Dawn,Unknown,103,58,Female,Unknown,Yes,Straight Road,Afternoon,0,0,1,0,0
Other,October,Saturday,0,3,Pedestrian,8,5,Rainy,Urban Road,Wet,Dusk,Signs,103,62,Female,Expired,No,Curve,Morning,1,1,1,1,0
Other,September,Saturday,1,5,Auto-Rickshaw,10,4,Rainy,Urban Road,Dry,Dusk,Signals,97,28,Male,Valid,No,Straight Road,Night,1,0,1,0,0
Other,September,Saturday,2,1,Bus,1,3,Clear,National Highway,Under Construction,Daylight,Police Checkpost,60,48,Male,Valid,Yes,Intersection,Night,1,0,0,0,0
Other,July,Thursday,2,5,Auto-Rickshaw,1,0,Foggy,National Highway,Damaged,Dawn,Unknown,38,49,Female,Unknown,No,Intersection,Afternoon,0,0,1,1,0
Other,January,Thursday,2,4,Auto-Rickshaw,0,2,Foggy,State Highway,Under Construction,Dusk,Signals,56,56,Male,Valid,No,Intersection,Afternoon,0,0,1,0,0
Other,August,Wednesday,2,2,Two-Wheeler,9,2,Clear,Urban Road,Under Construction,Daylight,Unknown,100,59,Male,Expired,No,Intersection,Afternoon,0,0,0,0,0
Other,June,Tuesday,2,2,Two-Wheeler,9,5,Hazy,Urban Road,Wet,Dark,Signs,79,22,Female,Expired,No,Bridge,Night,0,0,0,1,0
Other,June,Tuesday,2,4,Bus,0,4,Stormy,Village Road,Damaged,Dark,Police Checkpost,104,18,Female,Unknown,Yes,Intersection,Morning,0,1,0,1,0
Other,June,Sunday,1,1,Auto-Rickshaw,10,2,Hazy,Village Road,Wet,Dusk,Signals,40,60,Female,Expired,No,Bridge,Afternoon,1,0,0,1,0
Kolkata,December,Sunday,2,4,Car,2,5,Hazy,Village Road,Under Construction,Daylight,Signs,49,49,Male,Valid,Yes,Curve,Morning,1,1,0,0,0
