Month,Number of Vehicles Involved,Number of Casualties,Number of Fatalities,Speed Limit (km/h),Driver Age,Time Period,Is_Weekend,Is_Peak_Hour,Bad_Weather_Flag,Road_Risk_Score,Urban_or_Rural,Hour,Hour_sin,Hour_cos,Month_Num,Month_sin,Month_cos,City Name_Bangalore,City Name_Chennai,City Name_Coimbatore,City Name_Durgapur,City Name_Dwarka,City Name_Jaipur,City Name_Jodhpur,City Name_Kanpur,City Name_Kolkata,City Name_Lucknow,City Name_Madurai,City Name_Mangalore,City Name_Mumbai,City Name_Mysore,City Name_Nagpur,City Name_New Delhi,City Name_Other,City Name_Pune,City Name_Rohini,City Name_Siliguri,City Name_Surat,City Name_Tirupati,City Name_Udaipur,City Name_Vadodara,City Name_Varanasi,City Name_Vijayawada,City Name_Visakhapatnam,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Vehicle Type Involved_Bus,Vehicle Type Involved_Car,Vehicle Type Involved_Cycle,Vehicle Type Involved_Pedestrian,Vehicle Type Involved_Truck,Vehicle Type Involved_Two-Wheeler,Weather Conditions_Foggy,Weather Conditions_Hazy,Weather Conditions_Rainy,Weather Conditions_Stormy,Road Type_State Highway,Road Type_Urban Road,Road Type_Village Road,Road Condition_Dry,Road Condition_Under Construction,Road Condition_Wet,Lighting Conditions_Dawn,Lighting Conditions_Daylight,Lighting Conditions_Dusk,Traffic Control Presence_Signals,Traffic Control Presence_Signs,Traffic Control Presence_Unknown,Driver Gender_Male,Driver License Status_Unknown,Driver License Status_Valid,Alcohol Involvement_Yes,Accident Location Details_Curve,Accident Location Details_Intersection,Accident Location Details_Straight Road,Risk_Score
October,-0.6974561901626785,-1.2652628666425554,1.481728421582022,-0.9319911249421601,-0.011493288310809636,Evening,0,1,0,0,0,12.0,0.0,0.0,10,-1.2314139043452765,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,65
February,-1.3977134092015122,0.9130057183298717,-0.8474228829744705,0.525373842824442,-1.5699052626578824,Night,1,0,0,1,0,12.0,0.0,0.0,2,1.2254683979748249,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,65
February,-0.6974561901626785,1.2241869447545042,-0.26513505683534744,1.5716871530158487,0.9625141956561108,Night,0,0,1,0,0,12.0,0.0,0.0,2,1.2254683979748249,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,90
November,1.4033154669538228,0.6018244919052392,0.8994405954428988,-1.1188327874763397,0.7677126988627268,Night,0,0,1,1,0,12.0,0.0,0.0,11,-0.7122135824910955,1.2081314304903812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,90
April,0.0028010288761553376,0.9130057183298717,0.31715276930377573,-0.18462447480544103,1.157315692449495,Morning,0,1,1,0,0,12.0,0.0,0.0,4,1.225468397974825,-0.7181148647854229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,65
August,-1.3977134092015122,0.29064326548060676,0.8994405954428988,-0.5583077998738005,0.7677126988627268,Morning,1,1,0,0,0,12.0,0.0,0.0,8,-1.2314139043452763,-0.7181148647854239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,90
January,-1.3977134092015122,-1.576444093067188,-1.4297107091135937,0.7495838378654577,0.4430435375404199,Morning,0,1,0,0,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,30
June,-0.6974561901626785,0.29064326548060676,-1.4297107091135937,-1.6419894425720432,0.637845034333804,Morning,1,1,0,0,0,12.0,0.0,0.0,6,-0.0029727531852256333,-1.4231699428020286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,90
October,-1.3977134092015122,0.29064326548060676,0.31715276930377573,0.37590051279709824,0.7027788665982654,Morning,1,1,1,1,0,12.0,0.0,0.0,10,-1.2314139043452765,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,30
June,1.4033154669538228,-0.9540816402179231,0.31715276930377573,1.310108825467997,0.24824204074703582,Night,0,0,0,0,0,12.0,0.0,0.0,6,-0.0029727531852256333,-1.4231699428020286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,90
August,0.0028010288761553376,-0.6429004137932905,-0.26513505683534744,0.562742175331278,1.4170510215073404,Morning,1,1,1,1,0,12.0,0.0,0.0,8,-1.2314139043452763,-0.7181148647854239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,65
February,-1.3977134092015122,-0.020537960944025692,-1.4297107091135937,-0.5209394673669646,-0.5958977786909619,Evening,0,1,1,1,0,12.0,0.0,0.0,2,1.2254683979748249,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,65
February,0.0028010288761553376,-1.576444093067188,0.8994405954428988,-1.4925161125446993,-1.3751037658644982,Afternoon,1,0,0,1,0,12.0,0.0,0.0,2,1.2254683979748249,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,90
August,0.7030582479149892,-0.9540816402179231,1.481728421582022,0.37590051279709824,1.3521171892428792,Evening,0,1,1,1,0,12.0,0.0,0.0,8,-1.2314139043452763,-0.7181148647854239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,90
April,-0.6974561901626785,-1.576444093067188,-1.4297107091135937,0.8990571678928015,0.9625141956561108,Morning,1,1,0,1,0,12.0,0.0,0.0,4,1.225468397974825,-0.7181148647854229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,90
May,0.0028010288761553376,-1.576444093067188,0.31715276930377573,-1.679357775078879,-0.20629478510419375,Night,0,0,0,1,0,12.0,0.0,0.0,5,0.7062680761206432,-1.234251004028017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,65
June,0.7030582479149892,-1.576444093067188,-0.26513505683534744,0.8243205028791296,1.5469186860362631,Afternoon,0,0,0,0,0,12.0,0.0,0.0,6,-0.0029727531852256333,-1.4231699428020286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,65
March,0.0028010288761553376,-0.9540816402179231,0.31715276930377573,1.1232671629338173,0.9625141956561108,Afternoon,0,0,1,1,0,12.0,0.0,0.0,3,1.4155089054265124,-0.013059786768817591,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,90
April,1.4033154669538228,0.29064326548060676,-0.26513505683534744,0.7122155053586218,0.05344054395365173,Night,0,0,0,0,0,12.0,0.0,0.0,4,1.225468397974825,-0.7181148647854229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,65
October,0.7030582479149892,1.5353681711791365,-0.26513505683534744,-1.1562011199831757,-0.14136095283973238,Morning,0,1,0,1,0,12.0,0.0,0.0,10,-1.2314139043452765,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,30
April,0.0028010288761553376,0.29064326548060676,-0.26513505683534744,-0.33409780483278484,-1.2452361013355755,Afternoon,1,0,0,1,0,12.0,0.0,0.0,4,1.225468397974825,-0.7181148647854229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,30
January,1.4033154669538228,-1.2652628666425554,0.8994405954428988,0.07695385274241062,1.2222495247139564,Night,0,0,1,0,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,65
April,0.7030582479149892,1.5353681711791365,0.31715276930377573,-1.3804111150241913,0.8326465311271881,Night,0,0,0,0,0,12.0,0.0,0.0,4,1.225468397974825,-0.7181148647854229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,90
April,-1.3977134092015122,-0.6429004137932905,-0.26513505683534744,-1.1935694524900118,1.0274480279205722,Evening,1,1,0,1,0,12.0,0.0,0.0,4,1.225468397974825,-0.7181148647854229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,30
February,-1.3977134092015122,-0.6429004137932905,-0.8474228829744705,-1.2683061175036836,1.157315692449495,Morning,1,1,0,0,0,12.0,0.0,0.0,2,1.2254683979748249,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,90
